periodo,banco_original,banco_normalizado,indicador,valor,unidad,archivo_origen,hoja_origen,fila_origen_excel,columna_origen_excel
2026-03,BP AMAZONAS,BP AMAZONAS,morosidad_total,0.0311372507,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,19
2026-03,BP BANCO COMERCIAL DE MANABI,BP BANCO COMERCIAL DE MANABI,morosidad_total,0.0256230127,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,20
2026-03,BP LITORAL,BP LITORAL,morosidad_total,0.0922289439,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,21
2026-03,BP COOPNACIONAL,BP COOPNACIONAL,morosidad_total,0.0005145033,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,22
2026-03,BP CAPITAL,BP CAPITAL,morosidad_total,0.0315248727,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,23
2026-03,BP DELBANK,BP DELBANK,morosidad_total,0.0285483211,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,24
2026-03,BANCO ATLÁNTIDA S.A.,BANCO ATLANTIDA S.A.,morosidad_total,0.0262802125,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,25
2026-03,"BP BANCO  DESARROLLO DE LOS PUEBLOS  S.A., CODESARROLLO","BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO",morosidad_total,0.0941288015,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,26
2026-03,BP VISIONFUND ECUADOR S.A.,BP VISIONFUND ECUADOR S.A.,morosidad_total,0.0462076439,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,27,27
2026-03,BP GUAYAQUIL,BP GUAYAQUIL,roe,0.1759955267,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,3
2026-03,BP PACIFICO,BP PACIFICO,roe,0.215123657,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,4
2026-03,BP PICHINCHA,BP PICHINCHA,roe,0.1147161351,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,5
2026-03,BP PRODUBANCO,BP PRODUBANCO,roe,0.1425423399,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,6
2026-03,BP AUSTRO,BP AUSTRO,roe,0.100717228,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,8
2026-03,BP BOLIVARIANO,BP BOLIVARIANO,roe,0.1099963852,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,9
2026-03,BP CITIBANK,BP CITIBANK,roe,0.1864670737,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,10
2026-03,BP DINERS,BP DINERS,roe,0.0857785554,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,11
2026-03,BP GENERAL RUMIÑAHUI,BP GENERAL RUMINAHUI,roe,0.1427978091,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,12
2026-03,BP INTERNACIONAL,BP INTERNACIONAL,roe,0.1134241976,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,13
2026-03,BP LOJA,BP LOJA,roe,0.1386293495,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,14
2026-03,BP MACHALA,BP MACHALA,roe,0.0821403752,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,15
2026-03,BP SOLIDARIO,BP SOLIDARIO,roe,0.0971112052,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,16
2026-03,BP PROCREDIT,BP PROCREDIT,roe,0.038568723,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,18
2026-03,BP AMAZONAS,BP AMAZONAS,roe,0.0022209291,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,19
2026-03,BP BANCO COMERCIAL DE MANABI,BP BANCO COMERCIAL DE MANABI,roe,0.0098343189,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,20
2026-03,BP LITORAL,BP LITORAL,roe,0.0254556091,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,21
2026-03,BP COOPNACIONAL,BP COOPNACIONAL,roe,0.030600516,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,22
2026-03,BP CAPITAL,BP CAPITAL,roe,-0.0409405378,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,23
2026-03,BP DELBANK,BP DELBANK,roe,0.0013549747,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,24
2026-03,BANCO ATLÁNTIDA S.A.,BANCO ATLANTIDA S.A.,roe,0.0149914853,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,25
2026-03,"BP BANCO  DESARROLLO DE LOS PUEBLOS  S.A., CODESARROLLO","BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO",roe,0.0437079329,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,26
2026-03,BP VISIONFUND ECUADOR S.A.,BP VISIONFUND ECUADOR S.A.,roe,0.2211938269,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,48,27
2026-03,BP GUAYAQUIL,BP GUAYAQUIL,indice_capitalizacion_neto,0.0776721554,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,3
2026-03,BP PACIFICO,BP PACIFICO,indice_capitalizacion_neto,0.102172273,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,4
2026-03,BP PICHINCHA,BP PICHINCHA,indice_capitalizacion_neto,0.092459996,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,5
2026-03,BP PRODUBANCO,BP PRODUBANCO,indice_capitalizacion_neto,0.0727294567,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,6
2026-03,BP AUSTRO,BP AUSTRO,indice_capitalizacion_neto,0.0682779253,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,8
2026-03,BP BOLIVARIANO,BP BOLIVARIANO,indice_capitalizacion_neto,0.0894689227,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,9
2026-03,BP CITIBANK,BP CITIBANK,indice_capitalizacion_neto,0.1194747669,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,10
2026-03,BP DINERS,BP DINERS,indice_capitalizacion_neto,0.1607913732,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,11
2026-03,BP GENERAL RUMIÑAHUI,BP GENERAL RUMINAHUI,indice_capitalizacion_neto,0.0927291338,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,12
2026-03,BP INTERNACIONAL,BP INTERNACIONAL,indice_capitalizacion_neto,0.0819124586,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,13
2026-03,BP LOJA,BP LOJA,indice_capitalizacion_neto,0.0791534625,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,14
2026-03,BP MACHALA,BP MACHALA,indice_capitalizacion_neto,0.0659871304,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,15
2026-03,BP SOLIDARIO,BP SOLIDARIO,indice_capitalizacion_neto,0.1798902192,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,16
2026-03,BP PROCREDIT,BP PROCREDIT,indice_capitalizacion_neto,0.0729064082,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,18
2026-03,BP AMAZONAS,BP AMAZONAS,indice_capitalizacion_neto,0.0792448937,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,19
2026-03,BP BANCO COMERCIAL DE MANABI,BP BANCO COMERCIAL DE MANABI,indice_capitalizacion_neto,0.1101909964,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,20
2026-03,BP LITORAL,BP LITORAL,indice_capitalizacion_neto,0.2359608485,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,21
2026-03,BP COOPNACIONAL,BP COOPNACIONAL,indice_capitalizacion_neto,0.1303300011,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,22
2026-03,BP CAPITAL,BP CAPITAL,indice_capitalizacion_neto,0.1024058484,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,23
2026-03,BP DELBANK,BP DELBANK,indice_capitalizacion_neto,0.2852181642,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,24
2026-03,BANCO ATLÁNTIDA S.A.,BANCO ATLANTIDA S.A.,indice_capitalizacion_neto,0.0672920684,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,25
2026-03,"BP BANCO  DESARROLLO DE LOS PUEBLOS  S.A., CODESARROLLO","BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO",indice_capitalizacion_neto,0.1009175742,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,26
2026-03,BP VISIONFUND ECUADOR S.A.,BP VISIONFUND ECUADOR S.A.,indice_capitalizacion_neto,0.1352214725,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,80,27
2026-03,BP GUAYAQUIL,BP GUAYAQUIL,suficiencia_patrimonial,2.431011783,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,3
2026-03,BP PACIFICO,BP PACIFICO,suficiencia_patrimonial,4.0889271658,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,4
2026-03,BP PICHINCHA,BP PICHINCHA,suficiencia_patrimonial,34.8813926254,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,5
2026-03,BP PRODUBANCO,BP PRODUBANCO,suficiencia_patrimonial,3.4818372662,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,6
2026-03,BP AUSTRO,BP AUSTRO,suficiencia_patrimonial,0.8285825793,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,8
2026-03,BP BOLIVARIANO,BP BOLIVARIANO,suficiencia_patrimonial,3.8831228489,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,9
2026-03,BP CITIBANK,BP CITIBANK,suficiencia_patrimonial,-48.5968917096,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,10
2026-03,BP DINERS,BP DINERS,suficiencia_patrimonial,2.9519158689,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,11
2026-03,BP GENERAL RUMIÑAHUI,BP GENERAL RUMINAHUI,suficiencia_patrimonial,-22.818807865,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,12
2026-03,BP INTERNACIONAL,BP INTERNACIONAL,suficiencia_patrimonial,6.0689816746,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,13
2026-03,BP LOJA,BP LOJA,suficiencia_patrimonial,-5.410407051,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,14
2026-03,BP MACHALA,BP MACHALA,suficiencia_patrimonial,2.1565458672,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,15
2026-03,BP SOLIDARIO,BP SOLIDARIO,suficiencia_patrimonial,7.1240819608,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,16
2026-03,BP PROCREDIT,BP PROCREDIT,suficiencia_patrimonial,2.7893133244,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,18
2026-03,BP AMAZONAS,BP AMAZONAS,suficiencia_patrimonial,0.9563524101,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,19
2026-03,BP BANCO COMERCIAL DE MANABI,BP BANCO COMERCIAL DE MANABI,suficiencia_patrimonial,0.8542176287,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,20
2026-03,BP LITORAL,BP LITORAL,suficiencia_patrimonial,3.8426210133,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,21
2026-03,BP COOPNACIONAL,BP COOPNACIONAL,suficiencia_patrimonial,35.749762991,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,22
2026-03,BP CAPITAL,BP CAPITAL,suficiencia_patrimonial,0.773879789,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,23
2026-03,BP DELBANK,BP DELBANK,suficiencia_patrimonial,7.3085721352,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,24
2026-03,BANCO ATLÁNTIDA S.A.,BANCO ATLANTIDA S.A.,suficiencia_patrimonial,0.9249055438,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,25
2026-03,"BP BANCO  DESARROLLO DE LOS PUEBLOS  S.A., CODESARROLLO","BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO",suficiencia_patrimonial,2.5562510046,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,26
2026-03,BP VISIONFUND ECUADOR S.A.,BP VISIONFUND ECUADOR S.A.,suficiencia_patrimonial,23.2919962228,porcentaje_decimal,FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,INDICADORES,11,27
